།_  དེ  བཞིན 	ཐུན་མོང 	མ་ཡིན་པ 	ལ 	བསྟོད་པ 	།_ 	དེ 	བཞིན 	གཤེགས་པ 	ཐམས་ཅད་ལ 	ཕྱག 	འཚལ་ལོ 	bstod tshogs ka_.txt	ཐུན་མོང  མ་ཡིན་པ  ལ  བསྟོད་པ  །_  དེ  བཞིན  གཤེགས་པ  ཐམས་ཅད་ལ  ཕྱག  འཚལ་ལོ 
།_།  དེ  བཞིན 	རྣམས་གང 	དུ 	-འང 	འགྲོ་འོང་མེད 	།_། 	དེ 	བཞིན 	ཁྱོད་ཀྱིས 	གཤེགས་པ 	-འང་ལགས 	།_། 	bstod tshogs ka_.txt	རྣམས་གང  དུ  -འང  འགྲོ་འོང་མེད  །_།  དེ  བཞིན  ཁྱོད་ཀྱིས  གཤེགས་པ  -འང་ལགས  །_། 
།_།  དེ  ཕྱིར 	འགའ་རུ 	སྤུངས་པ 	མ 	མཆིས་པ 	།_། 	དེ 	ཕྱིར 	དོན་དམ 	རིག་པ 	-འང་ལགས 	།_། 	bstod tshogs ka_.txt	འགའ་རུ  སྤུངས་པ  མ  མཆིས་པ  །_།  དེ  ཕྱིར  དོན་དམ  རིག་པ  -འང་ལགས  །_། 
།_།  དེ  ལྟར 	མཛད་པ 	-འང 	འཇུག་པ 	-ར་འགྱུར 	།_། 	དེ 	ལྟར 	བདེ་གཤེགས 	ཡོན་ཏན 	ཚད 	མེད 	bstod tshogs ka_.txt	མཛད་པ  -འང  འཇུག་པ  -ར་འགྱུར  །_།  དེ  ལྟར  བདེ་གཤེགས  ཡོན་ཏན  ཚད  མེད 
 དེ འང 						དེ	འང 	།_། 	སྒྱུ 	མ 	སྨིག 	bstod tshogs ka_.txt	     དེ འང  །_།  སྒྱུ  མ  སྨིག 
།_།  དེ  མེད་པ 	དག 	རྒྱུ་ལ 	-ས 	བྱུང་བ་རྣམས 	།_། 	དེ 	མེད་པ 	-ར་ནི 	ཡོད 	མིན་པས 	།_། 	bstod tshogs ka_.txt	དག  རྒྱུ་ལ  -ས  བྱུང་བ་རྣམས  །_།  དེ  མེད་པ  -ར་ནི  ཡོད  མིན་པས  །_། 
།_།  དེ  དངོས 	འབྱུང་བ 	མིག་གིས 	གཟུང 	མིན་པས 	།_། 	དེ 	དངོས 	མིག་གི 	ཇི་ལྟར་ཡིན 	།_། 	གཟུགས 	bstod tshogs ka_.txt	འབྱུང་བ  མིག་གིས  གཟུང  མིན་པས  །_།  དེ  དངོས  མིག་གི  ཇི་ལྟར་ཡིན  །_།  གཟུགས 
ཁྱོད་ཀྱིས  དེ ་ལྟར་གསུངས 	བཀག་པ 	།_། 	གཟུགས 	ཉིད 	ཁྱོད་ཀྱིས 	དེ	་ལྟར་གསུངས 	།_། 	ཚོར 	བྱ 	མེད་པ 	bstod tshogs ka_.txt	བཀག་པ  །_།  གཟུགས  ཉིད  ཁྱོད་ཀྱིས  དེ ་ལྟར་གསུངས  །_།  ཚོར  བྱ  མེད་པ 
 དེ  མེད་པས 						དེ 	མེད་པས 	།_། 	ཚོར་བ 	ཉིད་ནི 	བདག་མེད་པས 	bstod tshogs ka_.txt	     དེ  མེད་པས  །_།  ཚོར་བ  ཉིད་ནི  བདག་མེད་པས 
 དེ ་ཡང 	།_། 	ཚོར་བ 				དེ	་ཡང 	རང་བཞིན་གྱིས 	།_། 	ཡོད་པ 	མིན་པ 	bstod tshogs ka_.txt	།_།  ཚོར་བ     དེ ་ཡང  རང་བཞིན་གྱིས  །_།  ཡོད་པ  མིན་པ 
 དེ ན་པ 						དེ	ན་པ 	གསུང་བ 	ཁྱོད་ཀྱིས་བསྟན 	།_། 	བྱེད་པོ 	bstod tshogs ka_.txt	     དེ ན་པ  གསུང་བ  ཁྱོད་ཀྱིས་བསྟན  །_།  བྱེད་པོ 
-ས  དེ ་མིན 	-འང་མེད 	།_། 	བསོད 	ནམ 	-ས 	དེ	་མིན 	རྟེན་འབྲེལ་སྐྱེས 	།_། 	རྟེན་ནས 	སྐྱེས་ཀྱང 	bstod tshogs ka_.txt	-འང་མེད  །_།  བསོད  ནམ  -ས  དེ ་མིན  རྟེན་འབྲེལ་སྐྱེས  །_།  རྟེན་ནས  སྐྱེས་ཀྱང 
།_།  དེ  མེད 	ཤེས་པ 	མེད་པ 	-ར 	ཤེས་བྱ་མིན 	།_། 	དེ 	མེད 	རྣམ་པ 	-ར 	ཤེས་པ 	-འང་མེད 	bstod tshogs ka_.txt	ཤེས་པ  མེད་པ  -ར  ཤེས་བྱ་མིན  །_།  དེ  མེད  རྣམ་པ  -ར  ཤེས་པ  -འང་མེད 
།_།  དེ  ཕྱིར 					།_། 	དེ 	ཕྱིར 	ཤེས་དང 	ཤེས་བྱ་དག 	_། 	རང 	bstod tshogs ka_.txt	    །_།  དེ  ཕྱིར  ཤེས་དང  ཤེས་བྱ་དག  _།  རང 
 དེ ་པར 						དེ	་པར 	།_། 	ཁྱོད་ཀྱིས 	གསལ་པོ 	ཉིད་དུ་བསྟན 	bstod tshogs ka_.txt	     དེ ་པར  །_།  ཁྱོད་ཀྱིས  གསལ་པོ  ཉིད་དུ་བསྟན 
ཀུན་ཀྱང  དེ ་བཞིན 	འབྱུང་བ 	བཞིན་དུ 	འབྱུང 	_།_། 	ཀུན་ཀྱང 	དེ	་བཞིན 	ཁྱོད་ཀྱིས་གསུངས 	།_། 	དེ 	ཕྱིར 	bstod tshogs ka_.txt	འབྱུང་བ  བཞིན་དུ  འབྱུང  _།_།  ཀུན་ཀྱང  དེ ་བཞིན  ཁྱོད་ཀྱིས་གསུངས  །_།  དེ  ཕྱིར 
།_།  དེ  ཉིད 	རྟག་པ 	ལ 	-འང 	འཁོར་བ་མེད 	།_། 	དེ 	ཉིད 	རིག་པ 	-འི 	མཆོག 	ཁྱོད་ཀྱིས 	bstod tshogs ka_.txt	རྟག་པ  ལ  -འང  འཁོར་བ་མེད  །_།  དེ  ཉིད  རིག་པ  -འི  མཆོག  ཁྱོད་ཀྱིས 
།_།  དེ  ཉིད 	རྟེན་ཅིང 	འབྲེལ 	པར་གང 	འབྱུང་བ 	།_། 	དེ 	ཉིད 	ཁྱོད་ནི 	སྟོང་པ 	-ར་བཞེད 	།_། 	bstod tshogs ka_.txt	རྟེན་ཅིང  འབྲེལ  པར་གང  འབྱུང་བ  །_།  དེ  ཉིད  ཁྱོད་ནི  སྟོང་པ  -ར་བཞེད  །_། 
།_།  དེ  ཉིད 	།_། 	གང་ཞིག་དེ་ལ 	ཞེན 	གྱུར་པ 	།_། 	དེ 	ཉིད 	ཁྱོད་ཀྱིས 	ཤིན་ཏུ་སྨད 	།_། 	བེམས་པོ 	bstod tshogs ka_.txt	།_།  གང་ཞིག་དེ་ལ  ཞེན  གྱུར་པ  །_།  དེ  ཉིད  ཁྱོད་ཀྱིས  ཤིན་ཏུ་སྨད  །_།  བེམས་པོ 
།_།  དེ  བཞིན 	།_། 	སྔོན་གྱི 	ཇི་ལྟར 	ཕྱིས་དེ་བཞིན 	།_། 	དེ 	བཞིན 	ཉིད་ནི 	ཐུགས་སུ་ཆུད 	།_། 	འཕགས་པ 	bstod tshogs ka_.txt	།_།  སྔོན་གྱི  ཇི་ལྟར  ཕྱིས་དེ་བཞིན  །_།  དེ  བཞིན  ཉིད་ནི  ཐུགས་སུ་ཆུད  །_།  འཕགས་པ 
།_།  དེ  ཕྱིར 	ཐར་པ 	མེད་ཅེས 	གསུངས་པ 	-འི་ཕྱིར 	།_། 	དེ 	ཕྱིར 	ཁྱོད་ཀྱིས 	ཐེག་ཆེན་རྣམས 	།_། 	མ 	bstod tshogs ka_.txt	ཐར་པ  མེད་ཅེས  གསུངས་པ  -འི་ཕྱིར  །_།  དེ  ཕྱིར  ཁྱོད་ཀྱིས  ཐེག་ཆེན་རྣམས  །_།  མ 
 དེ ་ཉིད་བསྟན 	ལུས་པ 	-ར་ནི 				དེ	་ཉིད་བསྟན 	།_། 	བསྟོད་པ 	-འི 	སྣོད 	bstod tshogs ka_.txt	ལུས་པ  -ར་ནི     དེ ་ཉིད་བསྟན  །_།  བསྟོད་པ  -འི  སྣོད 
།_།  དེ ས་ནི 	།_། 	བདག་གིས 	བསོད་ནམས་གང 	ཐོབ་པ 	།_། 	དེ	ས་ནི 	འགྲོ་བ 	མ 	ལུས་རྣམས 	།_། 	bstod tshogs ka_.txt	།_།  བདག་གིས  བསོད་ནམས་གང  ཐོབ་པ  །_།  དེ ས་ནི  འགྲོ་བ  མ  ལུས་རྣམས  །_། 
 དེ  །_། 						དེ 	།_། 	སེམས་ཀྱི 	རྨོངས་པ 	སེལ་བ་ཡི 	།_། 	bstod tshogs ka_.txt	     དེ  །_།  སེམས་ཀྱི  རྨོངས་པ  སེལ་བ་ཡི  །_། 
 དེ ་ལ 						དེ	་ལ 	ཕྱག 	འཚལ་ལོ 	།_། 	སེམས 	bstod tshogs ka_.txt	     དེ ་ལ  ཕྱག  འཚལ་ལོ  །_།  སེམས 
 དེ ་དང 						དེ	་དང 	སྡུག་བསྔལ 	མཚན་ཉིད་དག 	_། 	སེམས 	bstod tshogs ka_.txt	     དེ ་དང  སྡུག་བསྔལ  མཚན་ཉིད་དག  _།  སེམས 
།_།  དེ  ཀུན 	ཟད 	བསྒོམ་པ 	-འི 	རྣམ་པ་ཡང 	།_། 	དེ 	ཀུན 	སེམས་ཀྱི 	དྲ་བ་རུ 	།_། 	དེ 	bstod tshogs ka_.txt	ཟད  བསྒོམ་པ  -འི  རྣམ་པ་ཡང  །_།  དེ  ཀུན  སེམས་ཀྱི  དྲ་བ་རུ  །_།  དེ 
 དེ  །_། 						དེ 	།_། 	རྣམ 	རྟོག 	མེད་པ 	ཐར་པ་ཡིན 	bstod tshogs ka_.txt	     དེ  །_།  རྣམ  རྟོག  མེད་པ  ཐར་པ་ཡིན 
།_།  དེ  བས 					།_། 	དེ 	བས 	ཀུན་གྱིས 	འབད་པ་ཡིས 	།_། 	བྱང 	bstod tshogs ka_.txt	    །_།  དེ  བས  ཀུན་གྱིས  འབད་པ་ཡིས  །_།  བྱང 
།_།  དེ ་ནི 	སེམས་ཀྱི 	རྡོ་རྗེ 	བསྒོམ་པ 	-འི་ཕྱིར 	།_། 	དེ	་ནི 	བྱང་ཆུབ 	མཆོག་ཅེས་བྱ 	།_། 	ཁམས 	bstod tshogs ka_.txt	སེམས་ཀྱི  རྡོ་རྗེ  བསྒོམ་པ  -འི་ཕྱིར  །_།  དེ ་ནི  བྱང་ཆུབ  མཆོག་ཅེས་བྱ  །_།  ཁམས 
_།  དེ  ཕྱིར 	མེད 	ཁམས་ནི 	བདེ་བ 	-ར་འཇུག 	_། 	དེ 	ཕྱིར 	སེམས་ནི 	ཀུན་དུ་བསྲུང 	།_། 	བདེ་ལེགས 	bstod tshogs ka_.txt	མེད  ཁམས་ནི  བདེ་བ  -ར་འཇུག  _།  དེ  ཕྱིར  སེམས་ནི  ཀུན་དུ་བསྲུང  །_།  བདེ་ལེགས 
།_།  དེ  ལྟ་ན་ཡང 	ཁྱོད 	ཇི་ལྟར 	བསྟོད་པ 	-ར་བགྱི 	།_། 	དེ 	ལྟ་ན་ཡང 	གང་འདྲ་བས 	།_། 	དེ 	བཞིན 	bstod tshogs ka_.txt	ཁྱོད  ཇི་ལྟར  བསྟོད་པ  -ར་བགྱི  །_།  དེ  ལྟ་ན་ཡང  གང་འདྲ་བས  །_།  དེ  བཞིན 
།_།  དེ  ལྟ 	ཟབ་མོ 	ཁྱོད་ལ 	ཕྱག 	འཚལ་བསྟོད 	།_། 	དེ 	ལྟ 	-འི 	བསྟོད་པ 	-ས 	བསྟོད་བགྱིའམ 	bstod tshogs ka_.txt	ཟབ་མོ  ཁྱོད་ལ  ཕྱག  འཚལ་བསྟོད  །_།  དེ  ལྟ  -འི  བསྟོད་པ  -ས  བསྟོད་བགྱིའམ 
 དེ ་བ 						དེ	་བ 	-ར 	གཤེགས 	བསྟོད་པའི 	།_། 	bstod tshogs ka_.txt	     དེ ་བ  -ར  གཤེགས  བསྟོད་པའི  །_། 
 དེ  -ས་ནི 	བསོད 	ནམ 	-ས 			དེ 	-ས་ནི 	འཇིག་རྟེན་རྣམས 	།_། 	བདེ 	གཤེགས 	bstod tshogs ka_.txt	བསོད  ནམ  -ས    དེ  -ས་ནི  འཇིག་རྟེན་རྣམས  །_།  བདེ  གཤེགས 
 དེ ་ལ 						དེ	་ལ 	བདག 	ཕྱག་འཚལ 	།_། 	རང་གི 	bstod tshogs ka_.txt	     དེ ་ལ  བདག  ཕྱག་འཚལ  །_།  རང་གི 
 དེ ་ལ 						དེ	་ལ 	ཕྱག 	འཚལ་ལོ 	།_། 	སེམས 	bstod tshogs ka_.txt	     དེ ་ལ  ཕྱག  འཚལ་ལོ  །_།  སེམས 
 དེ ་ལ 						དེ	་ལ 	ཕྱག 	འཚལ་ལོ 	།_། 	སེམས 	bstod tshogs ka_.txt	     དེ ་ལ  ཕྱག  འཚལ་ལོ  །_།  སེམས 
 དེ  བར 						དེ 	བར 	གཤེགས་པ 	རྣམས་ཀྱི 	སྐུ་གསུམ་ཡིད་དང 	ཚིག་གི་ལམ་ལས 	bstod tshogs ka_.txt	     དེ  བར  གཤེགས་པ  རྣམས་ཀྱི  སྐུ་གསུམ་ཡིད་དང  ཚིག་གི་ལམ་ལས 
 དེ ས 						དེ	ས 	།_། 	སྐུ་གསུམ 	ཐོབ་ནས 	འགྲོ་བ 	bstod tshogs ka_.txt	     དེ ས  །_།  སྐུ་གསུམ  ཐོབ་ནས  འགྲོ་བ 
།_།  དེ ་ལ 	ལྟར 	བཀོད་པ 	རྣམ་པ 	-ར་དབྱེ 	།_། 	དེ	་ལ 	། 	གཅིག 	མིན 	དུ་མ 	bstod tshogs ka_.txt	ལྟར  བཀོད་པ  རྣམ་པ  -ར་དབྱེ  །_།  དེ ་ལ  །  གཅིག  མིན  དུ་མ 
།_།  དེ འི 	ལེན་པ 	-ར 	མི 	འགྱུར་རོ 	།_། 	དེ	འི 	ཕྱིར 	འདི 	-ར་ཅི་ཞིག 	འཆད་པ 	bstod tshogs ka_.txt	ལེན་པ  -ར  མི  འགྱུར་རོ  །_།  དེ འི  ཕྱིར  འདི  -ར་ཅི་ཞིག  འཆད་པ 
 དེ  །_ 						དེ 	།_ 	གཞན་དུ་ན 	ཐབས་མེད་པ 	དག་ལ 	ཇི་ལྟར 	bstod tshogs ka_.txt	     དེ  །_  གཞན་དུ་ན  ཐབས་མེད་པ  དག་ལ  ཇི་ལྟར 
 དེ ་ལ 	འཇུག་པ 	-ར་འགྱུར 	།_། 			དེ	་ལ 	འདི 	-ར 	སྐུ་གསུམ་ནི 	བརྗོད་པ 	bstod tshogs ka_.txt	འཇུག་པ  -ར་འགྱུར  །_།    དེ ་ལ  འདི  -ར  སྐུ་གསུམ་ནི  བརྗོད་པ 
 དེ འི 	-ར 	བྱ་བའོ 	།_། 			དེ	འི 	རང་གི 	ངོ་བོ 	ཉིད 	བཤད་པ་ནི 	bstod tshogs ka_.txt	-ར  བྱ་བའོ  །_།    དེ འི  རང་གི  ངོ་བོ  ཉིད  བཤད་པ་ནི 
 དེ འི 	དགོས་པ་སྟེ 	།_ 				དེ	འི 	རང་གི 	ངོ་བོ 	ཉིད 	བཤད་པ 	bstod tshogs ka_.txt	དགོས་པ་སྟེ  །_     དེ འི  རང་གི  ངོ་བོ  ཉིད  བཤད་པ 
།_།  དེ  བས་ན 	ཚིགས་སུ 	བཅད་པ 	འདི 	བྱས་སོ 	།_། 	དེ 	བས་ན 	དགོས་པ་དང 	ཚིགས་སུ 	བཅད་པ 	དག 	bstod tshogs ka_.txt	ཚིགས་སུ  བཅད་པ  འདི  བྱས་སོ  །_།  དེ  བས་ན  དགོས་པ་དང  ཚིགས་སུ  བཅད་པ  དག 
།_།  དེ ་ནས 	-འི 	མཚན་ཉིད་དུ 	འབྲེལ་བ་ནི 	འབྲེལ་བའོ 	།_། 	དེ	་ནས 	འབད་པ་དང 	རྩོལ་བ 	-འི 	བརྩོན་འགྲུས་དང 	bstod tshogs ka_.txt	-འི  མཚན་ཉིད་དུ  འབྲེལ་བ་ནི  འབྲེལ་བའོ  །_།  དེ ་ནས  འབད་པ་དང  རྩོལ་བ  -འི  བརྩོན་འགྲུས་དང 
 དེ  །_ 						དེ 	།_ 	གཅིག་དང 	དུ་མ 	-ར 	མ 	bstod tshogs ka_.txt	     དེ  །_  གཅིག་དང  དུ་མ  -ར  མ 
 དེ ་ལ 						དེ	་ལ 	བདག 	ཕྱག 	འཚལ་ལོ་ཞེས 	བྱ་བ 	bstod tshogs ka_.txt	     དེ ་ལ  བདག  ཕྱག  འཚལ་ལོ་ཞེས  བྱ་བ 
།_  དེ འི 	ལ་དུ 	མ་ཡང 	མ་ཡིན 	ཞེ་ན 	།_ 	དེ	འི 	ཕྱིར 	གཟོད་མ་ནས 	མ 	སྐྱེས་པ 	bstod tshogs ka_.txt	ལ་དུ  མ་ཡང  མ་ཡིན  ཞེ་ན  །_  དེ འི  ཕྱིར  གཟོད་མ་ནས  མ  སྐྱེས་པ 
 དེ ་ལ 						དེ	་ལ 	གཅིག་དང 	དུ་མ 	-འི 	གནས་སྐབས་སུ 	bstod tshogs ka_.txt	     དེ ་ལ  གཅིག་དང  དུ་མ  -འི  གནས་སྐབས་སུ 
ཐམས་ཅད་ཀྱང  དེ ་བཞིན 	ངོ་བོ 	ཉིད་དོ 	།_། 	ཆོས 	ཐམས་ཅད་ཀྱང 	དེ	་བཞིན 	ཉིད་ལས 	བྱུང་བ 	-ས་ན 	།_ 	bstod tshogs ka_.txt	ངོ་བོ  ཉིད་དོ  །_།  ཆོས  ཐམས་ཅད་ཀྱང  དེ ་བཞིན  ཉིད་ལས  བྱུང་བ  -ས་ན  །_ 
 དེ འི 						དེ	འི 	ཕྱིར 	གང་ཞིག་གང་ལས 	བྱུང་བ 	-ར 	bstod tshogs ka_.txt	     དེ འི  ཕྱིར  གང་ཞིག་གང་ལས  བྱུང་བ  -ར 
 དེ  མ 						དེ 	མ 	མཐོང་སྟེ 	།_ 	སཱ 	ལུ་ལ 	bstod tshogs ka_.txt	     དེ  མ  མཐོང་སྟེ  །_  སཱ  ལུ་ལ 
།_།  དེ  བཞིན་དུ 	ས་བོན་ལས་ནི 	སཱ་ལུ 	-འི 	འབྲས་བུའོ 	།_། 	དེ 	བཞིན་དུ 	སྟོང་པ 	ཉིད་ལས 	གང་ཞིག 	འབྱུང་བ 	bstod tshogs ka_.txt	ས་བོན་ལས་ནི  སཱ་ལུ  -འི  འབྲས་བུའོ  །_།  དེ  བཞིན་དུ  སྟོང་པ  ཉིད་ལས  གང་ཞིག  འབྱུང་བ 
།_  དེ  དག་ལ 	བདག་དང 	གཞན་ནི 	བདག་དང 	གཞན་ཏེ 	།_ 	དེ 	དག་ལ 	ཕན་པ 	ཕུན 	སུམ 	ཚོགས་པ 	bstod tshogs ka_.txt	བདག་དང  གཞན་ནི  བདག་དང  གཞན་ཏེ  །_  དེ  དག་ལ  ཕན་པ  ཕུན  སུམ  ཚོགས་པ 
